call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
1610,627,4,2024-12-31T11:45:00,36,Outbound,Follow-Up,Completed,3,0.66,115,9,True
1611,2463,12,2022-11-15T14:45:00,15,Outbound,Technical Deep Dive,Completed,3,0.45,133,18,False
1612,280,8,2024-06-22T16:30:00,20,Inbound,Demo,Rescheduled,1,,,0,False
1613,3104,11,2024-12-29T13:30:00,34,Outbound,Technical Deep Dive,Completed,3,0.4,113,9,False
1614,1233,10,2022-10-23T16:45:00,25,Outbound,Technical Deep Dive,Completed,8,0.74,191,9,False
1615,3536,2,2024-11-24T17:30:00,2,Outbound,Negotiation,Voicemail,1,,,0,False
1616,168,8,2024-12-08T14:30:00,40,Outbound,Negotiation,Completed,4,0.36,40,19,True
1617,282,3,2024-12-03T10:30:00,15,Inbound,Check-In,Completed,7,0.62,32,8,True
1618,2612,13,2024-12-28T13:45:00,50,Inbound,Check-In,Rescheduled,1,,,0,False
1619,125,11,2023-06-12T11:15:00,,Outbound,Technical Deep Dive,Completed,8,0.88,69,9,False
1620,2800,3,2024-07-09T17:45:00,35,Inbound,Follow-Up,Completed,4,0.39,91,4,False
1621,4217,4,2024-07-29T13:30:00,38,Inbound,Follow-Up,Completed,3,0.41,221,8,True
1622,1170,10,2023-05-12T11:30:00,0,Inbound,Discovery,No Show,1,,,0,False
1623,3873,1,2023-02-24T09:45:00,45,Outbound,Check-In,Completed,4,0.35,79,15,True
1624,3603,5,2024-12-31T12:00:00,41,Outbound,Demo,Completed,8,0.56,105,2,True
1625,3020,1,2024-04-09T16:45:00,37,Inbound,Discovery,Completed,8,0.33,149,24,False
1626,73,13,2024-10-31T10:30:00,46,Outbound,Check-In,Completed,4,0.85,266,10,False
1627,4965,3,2023-09-21T16:45:00,21,Inbound,Negotiation,Rescheduled,1,,,0,False
1628,1999,16,2024-10-19T09:30:00,60,Inbound,Technical Deep Dive,Completed,3,0.42,228,9,False
1629,4496,12,2024-10-16T12:30:00,17,Outbound,Follow-Up,Rescheduled,1,,,0,False
1630,251,1,2024-05-10T16:00:00,57,Outbound,Technical Deep Dive,Completed,8,0.39,121,19,True
1631,3581,9,2020-11-21T14:15:00,34,Inbound,Check-In,Completed,5,0.59,193,17,True
1632,2099,11,2022-12-10T10:30:00,18,Outbound,Follow-Up,Completed,7,0.56,225,3,False
1633,4702,9,2022-04-02T08:45:00,41,Outbound,Demo,Rescheduled,1,,,0,False
1634,1201,1,2024-11-15T10:00:00,31,Inbound,Check-In,Completed,6,0.39,87,4,False
1635,2345,16,2024-12-15T13:15:00,51,Inbound,Follow-Up,Completed,6,0.45,132,13,True
1636,3304,3,2024-12-19T08:00:00,34,Outbound,Demo,Completed,5,0.57,270,3,True
1637,4227,9,2024-05-31T12:30:00,20,Inbound,Technical Deep Dive,Completed,6,0.59,91,3,False
1638,1063,3,2024-10-10T13:15:00,57,Outbound,Follow-Up,Completed,2,0.6,62,13,True
1639,1913,5,2024-12-31T09:15:00,58,Inbound,Check-In,Completed,3,1.22,121,5,False
1640,4009,6,2024-12-03T16:15:00,23,Outbound,Demo,Completed,8,0.4,232,4,True
1641,2728,12,2024-11-11T14:45:00,0,Inbound,QBR,No Show,1,,,0,False
1642,984,15,2024-07-15T13:15:00,43,Outbound,Technical Deep Dive,Completed,2,0.45,87,7,False
1643,4001,11,2024-06-12T14:15:00,16,Outbound,Discovery,Completed,6,0.47,35,12,False
1644,3497,14,2024-11-19T15:45:00,52,Inbound,Negotiation,Completed,2,0.5,56,14,False
1645,4352,13,2023-08-30T13:00:00,33,Outbound,Negotiation,Completed,2,0.6,175,11,False
1646,2135,4,2024-11-14T14:45:00,52,Outbound,Discovery,Completed,6,0.55,47,12,True
1647,321,8,2024-12-10T14:45:00,35,Inbound,Negotiation,Completed,3,0.51,100,16,True
1648,4778,5,2024-02-07T13:00:00,43,Outbound,Technical Deep Dive,Completed,3,0.53,158,12,True
1649,1310,4,2024-12-05T13:30:00,44,Inbound,Technical Deep Dive,Completed,8,0.52,193,19,True
1650,151,8,2024-12-12T16:00:00,24,Outbound,Follow-Up,Completed,3,0.38,35,15,False
1651,1617,14,2022-11-07T12:30:00,19,Outbound,QBR,Completed,4,0.68,138,12,False
1652,2548,3,2024-12-13T11:45:00,15,Outbound,Check-In,Completed,4,0.52,223,24,True
1653,2546,6,2020-10-16T14:15:00,17,Outbound,Negotiation,Rescheduled,1,,,0,False
1654,2440,14,2022-12-21T13:30:00,54,Outbound,Discovery,Rescheduled,1,,,0,False
1655,3376,6,2024-03-02T13:45:00,27,Inbound,Negotiation,Completed,8,0.54,106,18,False
1656,4000,14,2022-08-16T15:30:00,43,Inbound,Negotiation,Completed,4,0.66,238,7,True
1657,725,2,2023-04-28T11:30:00,38,Outbound,Follow-Up,Completed,7,0.31,227,16,True
1658,3369,12,2024-12-16T17:15:00,55,Outbound,Demo,Rescheduled,1,,,0,False
1659,1494,14,2023-07-13T11:00:00,41,Outbound,Discovery,Completed,5,0.51,42,14,False
1660,2502,16,2024-12-24T12:30:00,37,Outbound,Check-In,Completed,7,0.41,69,10,False
1661,2788,6,2024-03-07T15:00:00,47,Inbound,Demo,Completed,7,0.52,221,13,False
1662,4350,16,2024-12-31T13:15:00,-27,Inbound,Negotiation,Completed,3,0.5,41,6,True
1663,3033,12,2024-07-22T16:45:00,33,Outbound,Demo,Completed,5,0.49,37,17,False
1664,2517,7,2024-12-15T16:45:00,39,Outbound,Discovery,Completed,6,0.81,65,7,True
1665,330,1,2024-04-09T09:00:00,29,Outbound,Discovery,Completed,7,0.47,158,9,True
1666,2037,1,2024-05-16T14:15:00,50,Outbound,Demo,Completed,7,0.44,125,21,False
1667,4007,8,2022-07-10T15:30:00,57,Outbound,Negotiation,Completed,5,0.53,139,8,False
1668,4567,9,2024-07-03T16:00:00,42,Inbound,Negotiation,Rescheduled,1,,,0,False
1669,3540,6,2022-09-19T14:30:00,58,Inbound,Demo,Completed,4,0.63,140,18,True
1670,1368,3,2024-07-03T12:45:00,0,Outbound,Demo,No Show,1,,,0,False
1671,2288,4,2023-11-06T09:45:00,57,Outbound,Check-In,Rescheduled,1,,,0,False
1672,3085,5,2024-12-06T12:45:00,0,Outbound,Negotiation,No Show,1,,,0,False
1673,454,11,2024-10-23T13:00:00,16,Inbound,Discovery,Completed,7,0.67,198,9,True
1674,2144,12,2024-10-22T14:15:00,45,Outbound,Follow-Up,Completed,2,1.17,168,16,True
1675,3342,1,2022-11-13T15:30:00,51,Outbound,Discovery,Completed,2,0.59,135,16,False
1676,2097,11,2023-12-30T11:00:00,0,Inbound,Discovery,No Show,1,,,0,False
1677,1997,5,2024-07-25T12:00:00,57,Outbound,Follow-Up,Completed,3,0.6,44,11,True
1678,2483,6,2024-11-06T10:45:00,52,Inbound,QBR,Completed,8,0.34,44,13,False
1679,214,10,2024-11-03T14:30:00,32,Inbound,Negotiation,Completed,4,0.53,103,11,False
1680,3604,16,2024-11-14T08:45:00,2,Outbound,Discovery,Voicemail,1,,,0,False
1681,4564,1,2024-11-22T11:30:00,-23,Outbound,Negotiation,Completed,4,0.53,80,18,True
1682,3934,14,2030-06-15T10:00:00,20,Outbound,Demo,Completed,7,0.63,54,10,True
1683,2431,10,2024-12-02T13:30:00,32,Outbound,Negotiation,Completed,8,0.66,279,4,False
1684,2134,3,2024-09-12T11:45:00,19,Inbound,Follow-Up,Rescheduled,1,,,0,False
1685,3870,16,2024-12-15T12:45:00,51,Outbound,Negotiation,Completed,6,0.57,78,3,True
1686,984,15,2024-06-04T11:15:00,56,Outbound,Check-In,Completed,5,0.62,52,10,True
1687,3727,1,2030-06-15T10:00:00,49,Outbound,QBR,Completed,5,0.47,93,9,True
1688,2796,11,2024-02-17T14:00:00,24,Outbound,Discovery,Completed,7,0.71,157,11,True
1689,4912,9,2024-10-27T14:15:00,16,Outbound,Demo,Rescheduled,1,,,0,False
1690,1413,8,2024-10-21T12:30:00,33,Inbound,Negotiation,Completed,8,0.78,80,13,False
1691,2659,6,2024-11-08T14:30:00,0,Inbound,Negotiation,No Show,1,,,0,False
1692,2878,12,2021-04-23T10:30:00,36,Outbound,Check-In,Completed,2,0.62,223,5,False
1693,3951,13,2024-08-09T13:00:00,56,Outbound,QBR,Completed,7,0.76,114,9,False
1694,4068,2,2023-11-14T16:30:00,49,Inbound,Discovery,Completed,2,0.63,147,10,True
1695,4602,16,2024-12-19T15:30:00,35,Outbound,Follow-Up,Completed,4,0.6,200,10,False
1696,3971,7,2024-05-12T10:45:00,50,Outbound,QBR,Rescheduled,1,,,0,False
1697,4346,13,2024-12-15T09:30:00,18,Outbound,Discovery,Completed,2,0.43,185,4,True
1698,768,10,2024-04-19T14:30:00,0,Outbound,Check-In,No Show,1,,,0,False
1699,2646,9,2022-07-14T10:00:00,20,Outbound,Check-In,Completed,8,0.65,39,7,False
1700,3999,13,2021-11-25T11:15:00,2,Outbound,QBR,Voicemail,1,,,0,False
1701,4186,16,2024-03-27T10:00:00,55,Inbound,Negotiation,Completed,3,0.48,99,8,False
1702,4925,2,2024-05-28T13:15:00,21,Outbound,Discovery,Completed,3,0.49,56,18,False
1703,3676,15,2024-09-11T11:00:00,51,Inbound,Negotiation,Completed,7,0.88,113,1,False
1704,1256,6,2024-05-05T10:00:00,41,Outbound,Technical Deep Dive,Completed,4,0.67,71,12,True
1705,3356,9,2024-04-30T14:00:00,,Inbound,Follow-Up,Completed,7,0.5,117,14,True
1706,3260,3,2023-02-12T10:15:00,33,Outbound,Discovery,Completed,7,0.45,201,9,False
1707,4137,7,2024-05-16T08:30:00,0,Outbound,QBR,No Show,1,,,0,False
1708,4687,13,2024-06-12T11:30:00,58,Outbound,Technical Deep Dive,Completed,3,0.68,181,9,False
1709,811,3,2024-12-03T11:45:00,26,Outbound,Technical Deep Dive,Completed,2,0.58,117,10,True
1710,2578,6,2024-06-16T08:15:00,0,Inbound,Check-In,No Show,1,,,0,False
1711,52,9,2024-05-20T12:45:00,35,Inbound,QBR,Completed,8,0.62,236,9,True
1712,2362,7,2030-06-15T10:00:00,40,Outbound,Negotiation,Rescheduled,1,,,0,False
1713,4328,5,2024-11-17T15:15:00,42,Inbound,Discovery,Completed,7,0.37,88,11,True
1714,571,5,2023-03-26T09:00:00,16,Outbound,QBR,Rescheduled,1,,,0,False
1715,2753,4,2021-01-18T16:00:00,39,Outbound,Demo,Completed,4,1.47,47,11,False
1716,4576,9,2024-11-14T17:15:00,33,Outbound,Follow-Up,Completed,8,0.75,129,1,False
1717,1532,13,2024-07-01T13:30:00,57,Outbound,Demo,Completed,7,0.45,237,3,False
1718,1694,5,2023-02-17T15:45:00,52,Outbound,QBR,Completed,5,0.81,261,14,False
1719,965,5,2023-08-13T14:00:00,44,Outbound,QBR,Completed,3,0.5,224,5,False
1720,1459,9,2024-04-04T13:45:00,37,Inbound,Demo,Completed,2,0.73,232,4,False
1721,560,9,2024-12-28T10:15:00,34,Inbound,Check-In,Completed,7,0.66,124,12,False
1722,3897,7,2030-06-15T10:00:00,0,Outbound,Demo,No Show,1,,,0,False
1723,1223,8,2024-09-04T13:45:00,51,Outbound,Negotiation,Completed,4,0.5,200,7,False
1724,1878,4,2024-12-26T11:00:00,35,Outbound,Negotiation,Completed,5,0.84,293,3,True
1725,2186,5,2024-12-01T13:30:00,16,Outbound,Technical Deep Dive,Completed,4,0.54,199,19,True
1726,2283,3,2024-12-13T12:00:00,24,Outbound,Discovery,Completed,6,0.52,52,13,True
1727,1589,5,2024-02-09T13:45:00,34,Inbound,Check-In,Completed,5,0.63,217,11,True
1728,1858,9,2022-02-10T14:15:00,54,Outbound,Demo,Completed,8,0.66,88,3,False
1729,3213,2,2023-09-07T10:15:00,54,Inbound,Demo,Rescheduled,1,,,0,False
1730,3902,9,2024-10-21T12:15:00,47,Outbound,Check-In,Completed,3,0.5,168,10,True
1731,3616,5,2022-02-20T17:00:00,29,Inbound,Follow-Up,Completed,5,0.59,128,11,True
1732,4581,1,2030-06-15T10:00:00,21,Outbound,Check-In,Completed,4,0.48,86,22,True
1733,4959,15,2024-12-28T08:45:00,0,Outbound,QBR,No Show,1,,,0,False
1734,3136,15,2024-12-20T09:00:00,-55,Outbound,Discovery,Completed,8,0.53,63,10,True
1735,4840,9,2023-01-17T10:45:00,48,Inbound,QBR,Completed,2,0.54,162,5,True
1736,3661,16,2020-11-20T13:00:00,3,Outbound,Check-In,Voicemail,1,,,0,False
1737,3672,14,2023-04-10T13:00:00,28,Outbound,Technical Deep Dive,Completed,4,0.5,206,4,True
1738,2612,13,2024-11-27T14:00:00,28,Outbound,Technical Deep Dive,Completed,5,0.54,117,7,False
1739,4632,4,2024-12-04T13:00:00,58,Inbound,QBR,Completed,8,0.48,114,17,False
1740,2729,9,2023-01-13T09:00:00,33,Outbound,Negotiation,Completed,4,0.64,198,14,False
1741,399,12,2024-12-31T12:15:00,23,Outbound,Demo,Completed,8,0.39,158,7,True
1742,4991,3,2023-03-20T17:30:00,20,Outbound,Demo,Completed,6,0.35,40,12,True
1743,927,1,2024-12-16T14:45:00,55,Outbound,QBR,Completed,2,0.37,130,28,True
1744,2629,3,2023-09-23T08:15:00,51,Outbound,Negotiation,Completed,6,0.46,36,9,False
1745,4818,4,2023-02-08T14:00:00,2,Outbound,Check-In,Voicemail,1,,,0,False
1746,3789,13,2021-06-05T10:45:00,-59,Outbound,Technical Deep Dive,Completed,2,0.81,125,2,True
1747,60,10,2024-09-27T14:15:00,34,Inbound,Discovery,Rescheduled,1,,,0,False
1748,3229,5,2023-11-09T14:45:00,50,Outbound,Discovery,Completed,5,0.41,190,10,True
1749,121,1,2024-11-10T15:45:00,52,Outbound,Check-In,Completed,4,0.31,166,20,True
1750,3931,10,2024-12-13T10:45:00,42,Outbound,Check-In,Completed,7,0.52,46,16,True
1751,410,6,2022-01-21T12:15:00,16,Outbound,Negotiation,Completed,2,0.59,164,10,True
1752,4006,4,2024-07-28T11:00:00,38,Outbound,Negotiation,Completed,5,0.8,67,10,False
1753,628,8,2023-01-16T16:15:00,49,Inbound,Discovery,Completed,4,0.55,133,21,False
1754,2418,3,2024-07-25T17:45:00,28,Inbound,Follow-Up,Completed,2,0.51,54,6,True
1755,2050,14,2024-05-25T15:30:00,31,Outbound,Negotiation,Completed,6,0.71,36,6,True
1756,2148,4,2024-05-18T09:15:00,35,Outbound,Check-In,Completed,2,0.46,156,15,True
1757,2698,16,2024-07-31T14:00:00,58,Outbound,Follow-Up,Completed,5,0.69,150,12,False
1758,4750,3,2030-06-15T10:00:00,2,Inbound,Discovery,Voicemail,1,,,0,False
1759,4537,9,2023-04-04T13:30:00,59,Outbound,Negotiation,Completed,6,0.79,107,6,True
1760,3924,12,2024-06-21T16:00:00,59,Inbound,Follow-Up,Completed,2,0.39,44,9,True
1761,4758,6,2024-12-24T14:45:00,,Inbound,Negotiation,Completed,5,0.62,200,4,True
1762,2861,1,2024-04-01T16:30:00,42,Outbound,Negotiation,Completed,7,0.48,176,6,True
1763,2412,13,2021-06-13T08:15:00,35,Inbound,Check-In,Completed,2,0.72,112,12,False
1764,768,16,2024-06-04T11:00:00,40,Outbound,Discovery,Completed,2,0.69,92,10,False
1765,212,5,2023-01-28T15:30:00,54,Outbound,Discovery,Completed,3,0.39,104,6,False
1766,3886,14,2023-11-20T10:00:00,0,Inbound,Check-In,No Show,1,,,0,False
1767,4109,12,2021-10-02T11:45:00,15,Outbound,Negotiation,Completed,3,0.86,144,4,False
1768,2731,3,2024-12-14T15:00:00,44,Outbound,QBR,Completed,6,0.61,57,6,True
1769,1829,15,2024-11-19T14:45:00,53,Outbound,Discovery,Completed,7,0.47,207,12,True
1770,223,9,2024-12-02T09:15:00,-43,Inbound,Negotiation,Completed,7,0.53,95,14,True
1771,2901,2,2024-10-06T13:30:00,22,Outbound,Check-In,Completed,6,0.53,136,7,False
1772,1104,15,2022-11-13T08:00:00,21,Outbound,Negotiation,Completed,5,0.44,58,13,False
1773,258,10,2022-05-22T16:00:00,21,Outbound,Demo,Completed,2,0.47,138,7,False
1774,808,1,2024-02-25T11:00:00,26,Outbound,QBR,Completed,4,0.7,77,2,True
1775,2468,16,2024-12-10T16:15:00,21,Inbound,Check-In,Completed,5,0.62,42,10,False
1776,1116,10,2022-07-20T13:15:00,1,Outbound,Follow-Up,Voicemail,1,,,0,False
1777,1188,10,2022-10-27T10:30:00,45,Outbound,Demo,Completed,6,0.52,132,6,False
1778,1974,5,2023-04-25T13:30:00,0,Inbound,Demo,No Show,1,,,0,False
1779,1598,12,2024-03-24T16:00:00,3,Outbound,Negotiation,Voicemail,1,,,0,False
1780,2119,10,2030-06-15T10:00:00,23,Outbound,Demo,Completed,3,0.52,43,6,True
1781,2318,12,2024-12-04T09:45:00,36,Outbound,Follow-Up,Completed,3,0.44,219,5,True
1782,4313,4,2024-02-18T14:45:00,21,Outbound,Discovery,Completed,7,0.78,221,8,True
1783,79,9,2024-08-11T12:15:00,43,Outbound,Technical Deep Dive,Completed,7,0.67,71,5,False
1784,842,5,2024-03-31T13:45:00,44,Outbound,Demo,Completed,7,0.53,141,9,False
1785,4954,8,2024-05-18T15:00:00,16,Inbound,Demo,Completed,3,0.54,63,11,False
1786,1582,14,2024-08-14T08:30:00,45,Outbound,Negotiation,Completed,6,0.55,211,5,False
1787,3488,3,2024-06-20T12:30:00,22,Inbound,Discovery,Completed,5,0.45,64,15,True
1788,1387,14,2023-05-22T11:45:00,48,Outbound,Negotiation,Completed,5,0.66,150,10,True
1789,4123,9,2024-07-24T10:45:00,-46,Outbound,QBR,Completed,6,0.4,45,5,False
1790,62,8,2024-12-29T17:45:00,48,Outbound,Discovery,Completed,6,0.37,194,17,True
1791,4880,2,2024-05-10T09:45:00,40,Outbound,Check-In,Completed,4,0.61,78,8,True
1792,385,2,2024-12-17T15:30:00,36,Inbound,Demo,Completed,6,0.55,209,24,False
1793,1443,1,2024-11-13T10:00:00,60,Outbound,QBR,Completed,7,0.42,183,14,False
1794,3868,9,2021-05-04T10:45:00,26,Outbound,Technical Deep Dive,Completed,7,0.49,47,17,True
1795,1465,1,2024-06-17T16:30:00,,Outbound,Negotiation,Completed,8,0.6,179,10,True
1796,1174,7,2024-12-10T16:00:00,47,Outbound,QBR,Completed,6,0.46,109,8,False
1797,194,1,2023-06-01T13:15:00,25,Outbound,Demo,Completed,2,0.6,234,19,False
1798,648,4,2024-06-22T12:45:00,16,Inbound,Discovery,Completed,8,0.41,49,18,True
1799,608,13,2024-12-20T15:45:00,49,Outbound,Technical Deep Dive,Completed,5,0.69,175,12,False
1800,1748,3,2024-12-23T13:15:00,19,Inbound,Demo,Completed,4,0.44,169,7,False
1801,2325,16,2024-03-03T11:45:00,53,Outbound,Check-In,Completed,7,0.49,30,11,True
1802,3152,7,2024-05-07T15:15:00,36,Outbound,Discovery,Rescheduled,1,,,0,False
1803,3963,6,2024-11-24T09:30:00,52,Outbound,Discovery,Completed,3,0.43,146,9,False
1804,4019,4,2024-03-09T10:30:00,32,Inbound,Negotiation,Completed,5,0.48,114,15,True
1805,1699,4,2023-02-17T16:30:00,48,Outbound,Demo,Completed,5,0.67,148,9,False
1806,2892,12,2023-09-09T16:00:00,1,Outbound,Demo,Voicemail,1,,,0,False
1807,3545,2,2022-06-26T14:15:00,15,Inbound,Check-In,Completed,4,0.64,187,18,False
1808,1317,1,2024-12-11T11:45:00,0,Outbound,Discovery,No Show,1,,,0,False
1809,3196,13,2023-08-13T10:15:00,44,Outbound,Discovery,Rescheduled,1,,,0,False
1810,2888,7,2021-05-16T15:45:00,34,Outbound,Check-In,Completed,7,0.73,172,4,False
1811,4915,1,2024-12-06T10:30:00,60,Outbound,QBR,Completed,6,0.59,170,14,True
1812,3914,10,2023-03-30T13:00:00,23,Inbound,Check-In,Rescheduled,1,,,0,False
1813,1076,16,2024-11-24T14:00:00,31,Outbound,Negotiation,Completed,3,0.69,97,14,True
1814,2350,1,2020-08-08T09:45:00,49,Outbound,Discovery,Completed,7,0.52,199,21,False
1815,867,15,2023-02-24T11:15:00,42,Outbound,Negotiation,Completed,4,0.73,92,14,False
1816,645,9,2022-04-03T09:15:00,58,Outbound,Technical Deep Dive,Completed,7,0.69,50,10,True
1817,2266,1,2022-10-04T09:00:00,20,Outbound,QBR,Completed,5,0.54,221,18,True
1818,4178,6,2024-06-24T11:15:00,33,Outbound,Discovery,Completed,4,0.66,212,13,True
1819,3821,9,2023-04-25T11:00:00,53,Outbound,QBR,Completed,7,0.55,109,10,False
1820,1417,5,2024-10-15T09:00:00,16,Inbound,Technical Deep Dive,Completed,7,0.66,240,13,False
1821,4172,16,2023-08-30T10:30:00,32,Outbound,Technical Deep Dive,Completed,8,0.87,70,8,False
1822,1548,15,2024-12-02T12:15:00,59,Outbound,Negotiation,Completed,6,0.4,220,16,False
1823,4418,16,2024-12-22T10:30:00,17,Inbound,Negotiation,Completed,7,0.43,101,11,True
1824,1153,5,2024-12-28T11:15:00,0,Outbound,Negotiation,No Show,1,,,0,False
1825,3450,2,2024-08-07T09:15:00,18,Outbound,Check-In,Completed,7,0.54,44,20,False
1826,1351,5,2023-11-18T09:15:00,27,Inbound,Check-In,Completed,7,0.55,112,15,False
1827,1080,14,2023-08-25T12:15:00,46,Outbound,Demo,Rescheduled,1,,,0,False
1828,3464,16,2024-12-07T10:30:00,60,Outbound,Demo,Completed,8,0.65,55,16,True
1829,1004,12,2022-05-07T11:30:00,42,Inbound,QBR,Completed,8,0.47,74,11,True
1830,3492,11,2024-05-02T12:30:00,50,Outbound,Technical Deep Dive,Completed,8,0.66,197,10,False
1831,4162,2,2024-09-27T08:15:00,29,Inbound,Demo,Completed,3,0.44,62,4,False
1832,2168,2,2024-11-17T08:15:00,0,Outbound,Follow-Up,No Show,1,,,0,False
1833,2232,4,2023-12-20T13:15:00,51,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
1834,2150,7,2023-12-09T10:30:00,0,Inbound,Check-In,No Show,1,,,0,False
1835,1816,9,2023-04-21T16:15:00,21,Outbound,Negotiation,Rescheduled,1,,,0,False
1836,689,2,2024-12-18T10:30:00,56,Outbound,Demo,Rescheduled,1,,,0,False
1837,2642,9,2023-10-02T11:15:00,,Outbound,QBR,Completed,7,0.61,260,7,False
1838,1797,15,2024-06-24T14:15:00,33,Outbound,QBR,Rescheduled,1,,,0,False
1839,1115,3,2022-09-25T08:45:00,20,Inbound,Negotiation,Completed,2,0.5,106,4,False
1840,300,3,2023-08-21T14:15:00,,Outbound,Demo,No Show,1,,,0,False
1841,2515,6,2024-09-22T11:45:00,,Outbound,Demo,Completed,6,0.52,179,20,False
1842,614,5,2022-11-24T15:15:00,42,Outbound,Follow-Up,Completed,8,0.65,58,5,False
1843,161,16,2024-12-15T14:00:00,16,Outbound,Follow-Up,Completed,3,0.54,111,12,False
1844,4911,13,2024-02-20T15:30:00,23,Inbound,Demo,Completed,8,0.63,202,8,False
1845,4238,10,2023-07-27T12:45:00,40,Outbound,Discovery,Completed,7,0.74,246,10,False
1846,3367,6,2024-09-08T15:15:00,52,Outbound,Negotiation,Completed,7,0.84,250,15,True
1847,1823,2,2023-03-31T08:30:00,0,Inbound,Negotiation,No Show,1,,,0,False
1848,57,8,2024-10-01T12:30:00,1,Inbound,QBR,Voicemail,1,,,0,False
1849,4267,5,2024-05-02T10:45:00,,Outbound,Check-In,Rescheduled,1,,,0,False
1850,3781,16,2023-09-01T15:15:00,21,Outbound,Technical Deep Dive,Completed,5,0.68,109,4,True
1851,4318,4,2024-07-03T15:15:00,48,Outbound,Negotiation,Completed,4,0.36,94,16,True
1852,432,13,2022-05-21T14:45:00,2,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
1853,1204,5,2024-06-18T14:30:00,53,Outbound,Discovery,Rescheduled,1,,,0,False
1854,122,14,2024-12-31T10:30:00,3,Inbound,Follow-Up,Voicemail,1,,,0,False
1855,2864,7,2024-12-07T15:15:00,59,Outbound,Follow-Up,Completed,2,0.63,150,10,False
1856,1380,7,2024-12-22T13:00:00,0,Outbound,Follow-Up,No Show,1,,,0,False
1857,2812,16,2024-12-08T11:15:00,54,Outbound,Discovery,Rescheduled,1,,,0,False
1858,4423,8,2024-04-07T16:15:00,-44,Inbound,Discovery,Completed,5,0.52,175,3,False
1859,3058,16,2030-06-15T10:00:00,43,Outbound,Demo,Completed,7,0.65,219,7,False
1860,816,1,2024-08-22T16:30:00,,Inbound,Negotiation,Completed,7,0.61,225,6,True
1861,1480,5,2024-12-09T17:15:00,31,Outbound,Discovery,Completed,5,0.49,35,7,True
1862,3332,8,2023-05-08T14:15:00,1,Outbound,Follow-Up,Voicemail,1,,,0,False
1863,2458,3,2024-10-20T13:15:00,,Inbound,QBR,Completed,5,0.43,92,22,True
1864,1441,8,2024-03-13T08:00:00,35,Outbound,QBR,Completed,3,0.79,191,10,False
1865,418,14,2023-11-14T15:00:00,21,Outbound,Negotiation,Completed,2,0.64,178,4,False
1866,2059,13,2024-02-13T13:15:00,19,Outbound,Demo,Completed,2,0.77,168,7,False
1867,704,13,2024-09-04T10:30:00,29,Outbound,Technical Deep Dive,Completed,7,0.71,82,11,False
1868,2323,8,2024-12-20T14:30:00,59,Outbound,Check-In,Completed,3,0.46,114,19,False
1869,4971,7,2024-09-21T14:30:00,42,Inbound,Follow-Up,Completed,5,0.47,180,14,False
1870,428,10,2024-12-02T14:45:00,38,Inbound,Technical Deep Dive,Completed,4,0.84,66,13,False
1871,1641,13,2022-04-24T11:15:00,42,Outbound,Demo,Completed,6,0.51,208,7,False
1872,2913,8,2024-11-13T11:45:00,24,Outbound,Discovery,Completed,6,0.53,187,4,True
1873,1359,12,2023-11-04T10:00:00,38,Inbound,Check-In,Completed,6,0.7,208,15,True
1874,1353,9,2020-06-21T11:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
1875,1256,6,2024-05-01T15:00:00,26,Inbound,Check-In,Completed,8,0.79,54,4,False
1876,3991,16,2023-03-22T12:45:00,34,Inbound,Demo,Completed,6,0.46,90,4,True
1877,4260,6,2024-09-05T15:30:00,59,Outbound,Check-In,Completed,8,0.52,45,15,False
